Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bhutan,BTN,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,4732845300,5391076600,5575124800,6205711200,6483857700,6756943200,7549571600,9716016700,10200582600,10958753800,12150675500,12101115800,12657875000,12909306800,13548511600,14506949200,15314286000,16137251000,17091613000,18456202600,19735775600,21354854000,23645768700,25458059400,26959170500,28879353500,30857406100,36388850700,38124000000,40662000000,45432000000,49017000000,51503000000,52606450000,55628930000,59325230000,64084360000,67050890000,
Botswana,BWA,GDP (constant LCU),NY.GDP.MKTP.KN,1092982800,1162313800,1239801400,1313210600,1402933100,1484499000,1578675900,1672205500,1848908400,2128526300,2492935700,3136639300,3963518300,4807873900,5230860800,5672672400,6276663200,7030618500,8038303100,9014843500,10095443900,11010581500,12350077300,13973708500,15167815500,16248563500,17576546300,19664978900,23489811300,26557441100,28356129300,30471130500,31359994800,31960885900,33120400000,35448900000,37515500000,40638999612,40819300000,44765400000,45655200000,45769600000,48547600000,50793360900,52167738700,54544837700,59106897600,63999035900,67996055600,62792786500,68170129500,72293274600,75514783800,84080746100,87569468800,86082595700,89797478500,91916771500,
Central African Republic,CAF,GDP (constant LCU),NY.GDP.MKTP.KN,3.7678E+11,3.95444E+11,3.80758E+11,3.78066E+11,3.85931E+11,3.89588E+11,3.921E+11,4.10437E+11,4.162E+11,4.45715E+11,4.56113E+11,4.61268E+11,4.61264E+11,4.69977E+11,4.99769E+11,5.01793E+11,5.29053E+11,5.4919E+11,5.55831E+11,5.42129E+11,5.17849E+11,5.09851E+11,5.4919E+11,5.0456E+11,5.52401E+11,5.74095E+11,5.94636E+11,5.65267E+11,5.74934E+11,5.86302E+11,5.73711E+11,5.70541E+11,5.33889E+11,5.35679E+11,5.61927E+11,6.02386E+11,5.7829E+11,6.08939E+11,6.3756E+11,6.60512E+11,6.44069E+11,6.72825E+11,6.97158E+11,6.59529E+11,6.99067E+11,7.05416E+11,7.39072E+11,7.73125E+11,7.89006E+11,8.02492E+11,8.26941E+11,8.54236E+11,8.89369E+11,5.62971E+11,5.68826E+11,5.96129E+11,6.23141E+11,6.49936E+11,
Canada,CAN,GDP (constant LCU),NY.GDP.MKTP.KN,3.2589E+11,3.36199E+11,3.60126E+11,3.78787E+11,4.04163E+11,4.30986E+11,4.59366E+11,4.72758E+11,4.97792E+11,5.23976E+11,5.41035E+11,5.63313E+11,5.9399E+11,6.35356E+11,6.58807E+11,6.70817E+11,7.05695E+11,7.301E+11,7.58965E+11,7.87843E+11,8.04881E+11,8.33077E+11,8.06402E+11,8.27356E+11,8.7638E+11,9.17869E+11,9.37711E+11,9.76124E+11,1.01936E+12,1.04305E+12,1.04466E+12,1.02245E+12,1.03148E+12,1.05887E+12,1.10645E+12,1.13608E+12,1.15438E+12,1.20379E+12,1.25051E+12,1.31508E+12,1.38324E+12,1.40773E+12,1.45011E+12,1.47624E+12,1.5218E+12,1.57051E+12,1.61172E+12,1.64496E+12,1.66142E+12,1.61241E+12,1.66213E+12,1.71434E+12,1.74427E+12,1.78744E+12,1.83848E+12,1.85688E+12,1.88314E+12,1.94053E+12,
Central Europe and the Baltics,CEB,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,3.61765E+11,3.67558E+11,3.62745E+11,3.65063E+11,3.76046E+11,3.8986E+11,3.97106E+11,4.03402E+11,4.16624E+11,4.34667E+11,4.5064E+11,4.46513E+11,4.46317E+11,4.45755E+11,4.51415E+11,4.53586E+11,4.56035E+11,4.66707E+11,4.80661E+11,4.88807E+11,5.08051E+11,5.14718E+11,5.15555E+11,5.15759E+11,5.30078E+11,5.46591E+11,5.68393E+11,5.91764E+11,6.04515E+11,5.91082E+11,6.08831E+11,6.19137E+11,6.25366E+11,6.36948E+11,6.52548E+11,6.60551E+11,6.69639E+11,6.76917E+11,
Channel Islands,CHI,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951915531,5138615804,5438024523,5355749319,5268332425,5099632153,5111065395,5181482289,5434457766,5755000000,,,,,,,,,,,
Chile,CHL,GDP (constant LCU),NY.GDP.MKTP.KN,1.59391E+13,1.67752E+13,1.74507E+13,1.84698E+13,1.89421E+13,1.91221E+13,2.12707E+13,2.20399E+13,2.28316E+13,2.37307E+13,2.41647E+13,2.64417E+13,2.6172E+13,2.48557E+13,2.54478E+13,2.2162E+13,2.30113E+13,2.54148E+13,2.7372E+13,2.96763E+13,3.20464E+13,3.41376E+13,3.03776E+13,2.88534E+13,3.00374E+13,3.12419E+13,3.2922E+13,3.50489E+13,3.76233E+13,4.13568E+13,4.27355E+13,4.60707E+13,5.12153E+13,5.45898E+13,5.73357E+13,6.24577E+13,6.67066E+13,7.16615E+13,7.47606E+13,7.44525E+13,7.84186E+13,8.10088E+13,8.35257E+13,8.69428E+13,9.32109E+13,9.85639E+13,1.0479E+14,1.09931E+14,1.13811E+14,1.1203E+14,1.18578E+14,1.25824E+14,1.32516E+14,1.37876E+14,1.40312E+14,1.43547E+14,1.45364E+14,1.4753E+14,
China,CHN,GDP (constant LCU),NY.GDP.MKTP.KN,9.89594E+11,7.19732E+11,6.79571E+11,7.49567E+11,8.85838E+11,1.03599E+12,1.14632E+12,1.08018E+12,1.03589E+12,1.21137E+12,1.44516E+12,1.54719E+12,1.60614E+12,1.73078E+12,1.77076E+12,1.92517E+12,1.89494E+12,2.03839E+12,2.2762E+12,2.44919E+12,2.6404E+12,2.77697E+12,3.02507E+12,3.35285E+12,3.86044E+12,4.37941E+12,4.77092E+12,5.32859E+12,5.92723E+12,6.17534E+12,6.41662E+12,7.01298E+12,8.00996E+12,9.12074E+12,1.03112E+13,1.14402E+13,1.2576E+13,1.37369E+13,1.48135E+13,1.59494E+13,1.73037E+13,1.87468E+13,2.04585E+13,2.25116E+13,2.47878E+13,2.76126E+13,3.11248E+13,3.55543E+13,3.89868E+13,4.26515E+13,4.7188E+13,5.1688E+13,5.57488E+13,6.00735E+13,6.44575E+13,6.89052E+13,7.35219E+13,7.85949E+13,
Cote d'Ivoire,CIV,GDP (constant LCU),NY.GDP.MKTP.KN,2.01591E+12,2.21614E+12,2.24333E+12,2.5684E+12,3.02077E+12,2.92684E+12,3.26569E+12,3.41585E+12,3.84448E+12,4.21121E+12,4.64813E+12,5.08768E+12,5.30323E+12,5.6182E+12,5.86132E+12,6.34505E+12,7.1646E+12,7.68865E+12,8.52744E+12,8.73162E+12,7.77484E+12,8.047E+12,8.06316E+12,7.74867E+12,7.53936E+12,7.87873E+12,8.13552E+12,8.10713E+12,8.19927E+12,8.44098E+12,8.34848E+12,8.35189E+12,8.33147E+12,8.31543E+12,8.38289E+12,8.98023E+12,9.67434E+12,1.00365E+13,1.05314E+13,1.07017E+13,1.04804E+13,1.04931E+13,1.03181E+13,1.01778E+13,1.03032E+13,1.04805E+13,1.06394E+13,1.08272E+13,1.11025E+13,1.14635E+13,1.16948E+13,1.11817E+13,1.23789E+13,1.34793E+13,1.46647E+13,1.59614E+13,1.72339E+13,1.85612E+13,
Cameroon,CMR,GDP (constant LCU),NY.GDP.MKTP.KN,2.1278E+12,2.15299E+12,2.21847E+12,2.3015E+12,2.38314E+12,2.43142E+12,2.54363E+12,2.26607E+12,2.40988E+12,2.528E+12,2.60617E+12,2.69685E+12,2.76896E+12,2.91726E+12,3.23041E+12,3.59367E+12,3.39619E+12,3.86282E+12,4.71276E+12,4.99718E+12,4.89897E+12,5.73585E+12,6.16697E+12,6.59044E+12,7.08305E+12,7.65417E+12,8.17248E+12,7.99705E+12,7.37139E+12,7.23729E+12,6.79541E+12,6.5366E+12,6.33396E+12,5.83155E+12,5.95541E+12,6.16205E+12,6.43078E+12,6.76719E+12,7.07187E+12,7.3754E+12,7.63747E+12,7.97108E+12,8.30883E+12,8.68831E+12,9.27747E+12,9.46493E+12,9.7922E+12,1.02722E+13,1.06306E+13,1.08643E+13,1.12362E+13,1.17001E+13,1.22317E+13,1.28927E+13,1.36514E+13,1.44229E+13,1.50933E+13,1.5629E+13,
"Congo, Dem. Rep.",COD,GDP (constant LCU),NY.GDP.MKTP.KN,5.45496E+12,4.86303E+12,5.89402E+12,6.20133E+12,6.05001E+12,6.11035E+12,6.52435E+12,6.46004E+12,6.73993E+12,7.36869E+12,7.35063E+12,7.79204E+12,7.80382E+12,8.43884E+12,8.70302E+12,8.26947E+12,7.83044E+12,7.89002E+12,7.46827E+12,7.50039E+12,7.66502E+12,7.84519E+12,7.80928E+12,7.91952E+12,8.35835E+12,8.39746E+12,8.79358E+12,9.02887E+12,9.07134E+12,8.95649E+12,8.3682E+12,7.66351E+12,6.85884E+12,5.93502E+12,5.70355E+12,5.74348E+12,5.68471E+12,5.3654E+12,5.27826E+12,5.05287E+12,4.70367E+12,4.60488E+12,4.74062E+12,5.00505E+12,5.34231E+12,5.67007E+12,5.97177E+12,6.34557E+12,6.74064E+12,6.93309E+12,7.42589E+12,7.9364E+12,8.49884E+12,9.21971E+12,1.00928E+13,1.07909E+13,1.10498E+13,1.14587E+13,
"Congo, Rep.",COG,GDP (constant LCU),NY.GDP.MKTP.KN,1.70696E+11,1.84951E+11,1.94572E+11,1.86732E+11,1.9386E+11,2.00987E+11,2.03718E+11,2.08029E+11,2.23905E+11,2.40806E+11,2.56118E+11,2.75975E+11,2.99757E+11,3.24431E+11,3.50014E+11,3.77076E+11,3.80531E+11,3.4646E+11,3.68494E+11,4.04655E+11,4.76023E+11,5.59897E+11,6.92019E+11,7.3253E+11,7.83632E+11,7.74341E+11,7.21209E+11,7.22575E+11,7.35338E+11,7.54455E+11,7.62E+11,7.80253E+11,8.00632E+11,7.92789E+11,7.4924E+11,7.791E+11,8.12527E+11,8.0745E+11,8.37629E+11,8.16E+11,8.7782E+11,9.112E+11,9.5295E+11,9.607E+11,9.941E+11,1.0712E+12,1.138E+12,1.11999E+12,1.1824E+12,1.27072E+12,1.38192E+12,1.4292E+12,1.4835E+12,1.53455E+12,1.63859E+12,1.68195E+12,1.63486E+12,1.58418E+12,
Colombia,COL,GDP (constant LCU),NY.GDP.MKTP.KN,8.39187E+13,8.81895E+13,9.29622E+13,9.60176E+13,1.01939E+14,1.05609E+14,1.11139E+14,1.15735E+14,1.22601E+14,1.30083E+14,1.38158E+14,1.46394E+14,1.57621E+14,1.68218E+14,1.77883E+14,1.82016E+14,1.90622E+14,1.98549E+14,2.15366E+14,2.26951E+14,2.36227E+14,2.41606E+14,2.43897E+14,2.47736E+14,2.56037E+14,2.63992E+14,2.79367E+14,2.94366E+14,3.0633E+14,3.16788E+14,3.30353E+14,3.36965E+14,3.50595E+14,3.69476E+14,3.9096E+14,4.113E+14,4.19755E+14,4.34154E+14,4.36628E+14,4.18272E+14,4.30506E+14,4.37729E+14,4.4869E+14,4.66271E+14,4.91137E+14,5.14253E+14,5.49116E+14,5.86723E+14,6.05833E+14,6.13136E+14,6.39792E+14,6.86897E+14,7.13707E+14,7.46301E+14,7.81589E+14,8.04692E+14,8.20485E+14,8.35165E+14,
Comoros,COM,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,1.51387E+11,1.57238E+11,1.67275E+11,1.7534E+11,1.82547E+11,1.86709E+11,1.90196E+11,1.93311E+11,1.98506E+11,1.92193E+11,2.01978E+11,1.9108E+11,2.07381E+11,2.13615E+11,2.02343E+11,2.09648E+11,2.0694E+11,2.1528E+11,2.18041E+11,2.22237E+11,2.46345E+11,2.52092E+11,2.57953E+11,2.6338E+11,2.68436E+11,2.76053E+11,2.8336E+11,2.85627E+11,2.97052E+11,3.06558E+11,3.18207E+11,3.31253E+11,3.41854E+11,3.57237E+11,3.64739E+11,3.68751E+11,3.7682E+11,3.87023E+11,
Cabo Verde,CPV,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,15124261500,16402497900,16865873400,18471631000,19170462800,20827190800,21425234300,22348461300,23688666100,25038434300,25211743300,25565753200,28362045100,30831900300,36746273300,41968520000,46730488500,51926183300,58425932000,64982869000,74265586600,75922937900,79909568800,83246799600,91735536200,98076716600,1.05907E+11,1.21974E+11,1.30086E+11,1.28433E+11,1.30317E+11,1.35489E+11,1.36955E+11,1.38054E+11,1.38898E+11,1.40297E+11,1.46899E+11,1.52794E+11,
Costa Rica,CRI,GDP (constant LCU),NY.GDP.MKTP.KN,2.22247E+12,2.26424E+12,2.38747E+12,2.55218E+12,2.64556E+12,2.86225E+12,3.06173E+12,3.23472E+12,3.50881E+12,3.7015E+12,3.97923E+12,4.24897E+12,4.59645E+12,4.95078E+12,5.2253E+12,5.33504E+12,5.6294E+12,6.13067E+12,6.51492E+12,6.8367E+12,6.8881E+12,6.73232E+12,6.24183E+12,6.42053E+12,6.93572E+12,6.98577E+12,7.37252E+12,7.72379E+12,7.98888E+12,8.44153E+12,8.74146E+12,8.93951E+12,9.76164E+12,1.04535E+13,1.09226E+13,1.13727E+13,1.15135E+13,1.21542E+13,1.30004E+13,1.3513E+13,1.4031E+13,1.45208E+13,1.49988E+13,1.5637E+13,1.63151E+13,1.69467E+13,1.81732E+13,1.96576E+13,2.05716E+13,2.03719E+13,2.13807E+13,2.23016E+13,2.33714E+13,2.39017E+13,2.47419E+13,2.56405E+13,2.67292E+13,2.7606E+13,
Caribbean small states,CSS,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,14461580477,15702942156,16460873842,17026220667,17193842416,18823204181,19844920261,21573314159,22996289651,23246531435,22119204155,26474107021,28835130090,30395534713,32805814449,33329616555,33361380808,32559982880,33766506040,33996146386,32993747931,29465826400,26053506000,22177218300,22336213500,22885059200,24678961700,25365882100,25406250900,26978581600,28574300000,29484400000,29904500000,31038700000,32829800000,36507281400,40912200000,43883300000,45689900000,46353000000,47461000000,48791000000,50262000000,51643000000,52184000000,54500000000,54780000000,55757000000,
Curacao,CUW,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2253621952,2330245099,2353547550,2367668835,2407919205,2456077589,2478182288,2639264136,2760670287,2847979945,2837801305,2633465577,2561951619,2591901276,2623775257,2657342037,2727881960,2805166196,2904347306,2988573378,
Cyprus,CYP,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,2785760735,3350331146,3898512360,4201715391,4617919224,4883599417,5006519539,5307997575,5604299645,6095118289,6392714924,6629497907,7097888562,7711627218,8324503048,8940849213,9006966922,9853621707,9922597088,10508030195,11397870000,11540170000,11844940000,12568770000,13196950000,13984190000,14536920000,15078120000,15473660000,16251420000,17040100000,17843340000,18753000000,19436880000,19045180000,19299510000,19377370000,18819670000,17728260000,17495760000,17839080000,18697530000,19488700000,
Czech Republic,CZE,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76065E+12,2.44E+12,2.42764E+12,2.42914E+12,2.49981E+12,2.65534E+12,2.76747E+12,2.75101E+12,2.74197E+12,2.78126E+12,2.89993E+12,2.98428E+12,3.03359E+12,3.14289E+12,3.2971E+12,3.51252E+12,3.75325E+12,3.96353E+12,4.06984E+12,3.87438E+12,3.96246E+12,4.03291E+12,4.00065E+12,3.9813E+12,4.0894E+12,4.30652E+12,4.4182E+12,4.6077E+12,
Germany,DEU,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,1.15828E+12,1.19456E+12,1.24593E+12,1.30546E+12,1.31708E+12,1.30566E+12,1.37028E+12,1.41615E+12,1.45875E+12,1.5193E+12,1.5407E+12,1.54886E+12,1.54274E+12,1.567E+12,1.61123E+12,1.64874E+12,1.68646E+12,1.7101E+12,1.7735E+12,1.84261E+12,1.93943E+12,2.03851E+12,2.07772E+12,2.05786E+12,2.10843E+12,2.14506E+12,2.16261E+12,2.2026E+12,2.2462E+12,2.29084E+12,2.35869E+12,2.39868E+12,2.39868E+12,2.38165E+12,2.40952E+12,2.42655E+12,2.51633E+12,2.59838E+12,2.6265E+12,2.47892E+12,2.58006E+12,2.67449E+12,2.68765E+12,2.70081E+12,2.75292E+12,2.80091E+12,2.85535E+12,2.91882E+12,
Djibouti,DJI,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35433E+11,2.56435E+11,2.81268E+11,3.05801E+11,3.18309E+11,
Dominica,DMA,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,465165610.9,514174277.2,419775553.7,475954881.2,527497610.7,549271042.5,563312157.3,586952379.1,595292580.4,637399746.8,677604125.4,730569885.4,729173499.6,768684873.1,779035000,794849300,812035000,812311100,836925500,862911400,881768600,915045200,918291600,939775100,939184900,912616500,970598600,1000208600,1006772300,1053675400,1120623400,1200420100,1186378100,1194357000,1191685500,1179068100,1171903000,1223336600,1192135400,1222201600,1105722500,
Denmark,DNK,GDP (constant LCU),NY.GDP.MKTP.KN,5.42824E+11,5.7745E+11,6.10173E+11,6.1406E+11,6.70983E+11,7.01547E+11,7.20776E+11,7.45438E+11,7.75069E+11,8.24073E+11,8.46613E+11,8.72054E+11,9.0632E+11,9.43415E+11,9.32826E+11,9.19239E+11,9.737E+11,9.91911E+11,1.01399E+12,1.05323E+12,1.04814E+12,1.04116E+12,1.07952E+12,1.10755E+12,1.15369E+12,1.19988E+12,1.25872E+12,1.26192E+12,1.26175E+12,1.26989E+12,1.28863E+12,1.30658E+12,1.33215E+12,1.3323E+12,1.40334E+12,1.44583E+12,1.48776E+12,1.53627E+12,1.57035E+12,1.61664E+12,1.67722E+12,1.69102E+12,1.69891E+12,1.70554E+12,1.75104E+12,1.79196E+12,1.86208E+12,1.87901E+12,1.86939E+12,1.77767E+12,1.81093E+12,1.83513E+12,1.83929E+12,1.85646E+12,1.88652E+12,1.91683E+12,1.95448E+12,1.99826E+12,
Dominican Republic,DOM,GDP (constant LCU),NY.GDP.MKTP.KN,1.33288E+11,1.30205E+11,1.52401E+11,1.62312E+11,1.73292E+11,1.51662E+11,1.72081E+11,1.77807E+11,1.78231E+11,1.97643E+11,2.33667E+11,2.5907E+11,2.85998E+11,3.2288E+11,3.42259E+11,3.60033E+11,3.84257E+11,4.034E+11,4.12035E+11,4.30706E+11,4.65028E+11,4.84931E+11,4.93168E+11,5.15992E+11,5.22457E+11,5.11367E+11,5.29378E+11,5.82937E+11,5.95505E+11,6.2171E+11,5.878E+11,5.9335E+11,6.59929E+11,7.08529E+11,7.26954E+11,7.68284E+11,8.14211E+11,8.86556E+11,9.46083E+11,1.00228E+12,1.04901E+12,1.07481E+12,1.12312E+12,1.10801E+12,1.13648E+12,1.24363E+12,1.35773E+12,1.45842E+12,1.50522E+12,1.51947E+12,1.64618E+12,1.69777E+12,1.7439E+12,1.82892E+12,1.96858E+12,2.10703E+12,2.24636E+12,2.34861E+12,
Algeria,DZA,GDP (constant LCU),NY.GDP.MKTP.KN,8.3525E+11,7.21611E+11,5.79561E+11,7.78431E+11,8.23886E+11,8.75024E+11,8.32979E+11,9.11721E+11,1.01015E+12,1.09534E+12,1.19242E+12,1.0573E+12,1.34725E+12,1.39862E+12,1.50345E+12,1.5793E+12,1.71175E+12,1.80177E+12,1.9678E+12,2.11495E+12,2.13167E+12,2.19562E+12,2.33614E+12,2.46229E+12,2.60018E+12,2.69638E+12,2.70717E+12,2.68822E+12,2.66134E+12,2.77843E+12,2.80066E+12,2.76705E+12,2.81686E+12,2.75771E+12,2.73289E+12,2.83674E+12,2.95304E+12,2.98553E+12,3.13779E+12,3.2382E+12,3.36189E+12,3.46303E+12,3.65728E+12,3.92067E+12,4.08932E+12,4.33091E+12,4.40386E+12,4.5524E+12,4.65984E+12,4.7359E+12,4.90801E+12,5.04995E+12,5.22037E+12,5.36485E+12,5.56813E+12,5.77769E+12,5.96835E+12,6.06385E+12,
East Asia & Pacific (excluding high income),EAP,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP (constant LCU),NY.GDP.MKTP.KN,8257345712,8680486364,9107492244,9299329568,9988153726,10315274000,10280251000,10755309000,10960675000,11472455000,12260834000,13032360000,13686277000,15595606000,17343641000,19246612000,20670320000,21002046000,22200596000,23029577000,23883671000,25224229000,25379319000,25293824000,25957856000,26979298000,27914072000,27841747000,29481756000,29778277000,30874092000,32199005000,32879792000,33528582000,34956313000,35743721000,36362712000,37936441000,39175646000,37318961000,37726410000,39241363000,40848994000,41961262000,45406710000,47809319000,49914615000,51007777000,54250408000,54557732000,56481055000,60925064000,64362433000,67546128000,70105362000,70174677000,69314066000,70955691000,
"Egypt, Arab Rep.",EGY,GDP (constant LCU),NY.GDP.MKTP.KN,1.13283E+11,1.19129E+11,1.23746E+11,1.36762E+11,1.525E+11,1.59994E+11,1.68068E+11,1.69421E+11,1.66699E+11,1.755E+11,1.85325E+11,1.92844E+11,1.98737E+11,2.05707E+11,2.08913E+11,2.27588E+11,2.57811E+11,2.81022E+11,3.05271E+11,3.19154E+11,3.51105E+11,3.76907E+11,4.14247E+11,4.35351E+11,4.77779E+11,5.0545E+11,5.29431E+11,5.49723E+11,5.79745E+11,6.08273E+11,6.42744E+11,6.49978E+11,6.7905E+11,6.98748E+11,7.26511E+11,7.60239E+11,7.98165E+11,8.42003E+11,8.88949E+11,9.42761E+11,1.00281E+12,1.03827E+12,1.06308E+12,1.09703E+12,1.14192E+12,1.19299E+12,1.27463E+12,1.36498E+12,1.46266E+12,1.53102E+12,1.60982E+12,1.63823E+12,1.6747E+12,1.7113E+12,1.7612E+12,1.8382E+12,1.9181E+12,1.9983E+12,
Euro area,EMU,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134793900,4691120600,5686642600,5849188400,6390755300,6896180000,7018420500,7019366600,6798819100,7394085300,7616309300,7414057000,7521689500,7715331600,7640553300,7749570400,6991427600,7262450400,7421802400,8066000000,,,,,,,
Spain,ESP,GDP (constant LCU),NY.GDP.MKTP.KN,1.69242E+11,1.89278E+11,2.08117E+11,2.28089E+11,2.40197E+11,2.55217E+11,2.7371E+11,2.8559E+11,3.04431E+11,3.31547E+11,3.45772E+11,3.61849E+11,3.91338E+11,4.21818E+11,4.45519E+11,4.47934E+11,4.62733E+11,4.75868E+11,4.8283E+11,4.83031E+11,4.937E+11,4.93046E+11,4.99191E+11,5.08027E+11,5.17094E+11,5.29098E+11,5.46311E+11,5.76616E+11,6.05991E+11,6.35242E+11,6.59263E+11,6.76048E+11,6.8233E+11,6.75292E+11,6.91385E+11,7.1045E+11,7.29453E+11,7.56367E+11,7.88936E+11,8.24318E+11,8.67917E+11,9.02643E+11,9.28638E+11,9.58239E+11,9.88584E+11,1.02539E+12,1.06819E+12,1.10845E+12,1.12084E+12,1.08078E+12,1.08094E+12,1.07014E+12,1.03881E+12,1.02109E+12,1.03518E+12,1.07071E+12,1.10577E+12,1.13952E+12,
Estonia,EST,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7933384800,8355745900,9341608500,9726226600,9642926500,10661998200,11336765200,12025631800,12917472300,13730594400,15017660700,16560257400,17843378000,16876364000,14391420000,14716533100,15834592300,16516629200,16836480900,17323174900,17613214500,17976621400,18849231200,
Ethiopia,ETH,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,2.42248E+11,2.44467E+11,2.64599E+11,2.57063E+11,2.28415E+11,2.50484E+11,2.85199E+11,2.86636E+11,2.85601E+11,2.93387E+11,2.72447E+11,2.48819E+11,2.81521E+11,2.90501E+11,3.08302E+11,3.46612E+11,3.57475E+11,3.45113E+11,3.62928E+11,3.84969E+11,4.16927E+11,4.23242E+11,4.14094E+11,4.70298E+11,5.25881E+11,5.82859E+11,6.49632E+11,7.19718E+11,7.83071E+11,8.81351E+11,9.79871E+11,1.06461E+12,1.17727E+12,1.29803E+12,1.43292E+12,1.54128E+12,1.69919E+12,
European Union,EUU,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP (constant LCU),NY.GDP.MKTP.KN,40788162419,43889967766,45198742701,46683566432,49129172170,51734422310,52961988589,54110643495,55356968527,60667521826,63903471500,65409625400,70469377500,75390837600,77830887400,79235655300,79508529400,79698960600,82025937600,87867764500,92603000000,93802000000,96698000000,99716000000,1.02921E+11,1.06561E+11,1.09466E+11,1.13362E+11,1.19268E+11,1.25336E+11,1.26183E+11,1.1872E+11,1.14773E+11,1.1393E+11,1.18418E+11,1.234E+11,1.27915E+11,1.35912E+11,1.4329E+11,1.49658E+11,1.58091E+11,1.62171E+11,1.64896E+11,1.68184E+11,1.74787E+11,1.79646E+11,1.86931E+11,1.96623E+11,1.9804E+11,1.81664E+11,1.871E+11,1.9191E+11,1.89173E+11,1.87739E+11,1.86553E+11,1.86805E+11,1.90794E+11,1.9582E+11,
